titulo;link;vistas;authors;ultimaActualizacion;last_chapter
Madonna Ga Glass Case No Naka;https://manganelo.com/manga/qk918693;482463;Esuko Sugawara;Nov 11,19;16
Cohabitation;https://manganelo.com/manga/mv920743;308105;Zheng Yue;Nov 12,19;16
Space Adventure Cobra;https://manganelo.com/manga/space_adventure_cobra;108937;Terasawa Buichi;Nov 27,19;16
Royal Agent;https://manganelo.com/manga/qz920297;555301;Hakai Interactive;Oct 05,19;16
Isekai Mahou Wa Okureteru! (Novel);https://manganelo.com/manga/isekai_mahou_wa_okureteru_novel;4889198;Gamei Hitsuji;Oct 06,19;16
Kine-San No 1-Ri De Cinema;https://manganelo.com/manga/kinesan_no_1ri_de_cinema;393809;Asai;Oct 15,19;16
Mahouka Koukou No Rettousei - Raihousha Hen;https://manganelo.com/manga/tyci201511565147048;936303;Iwaaki Haru;Oct 20,19;16
Kuromori-San Wa Smartphone Ga Tsukaenai;https://manganelo.com/manga/kuromorisan_wa_smartphone_ga_tsukaenai;749352;Yoshihara Masahiko;Oct 24,19;16
Angel Beats! The Last Operation;https://manganelo.com/manga/lgvd283381571016831;155796;Jun Maeda, Yuriko Asami;Sep 18,19;16
Du's Demotion;https://manganelo.com/manga/kq920597;57221;Qingdian;Sep 20,19;16
Haikyuu-Bu!!;https://manganelo.com/manga/pv919322;282893;Haruichi Furudate,Kyouhei Miyajima;Sep 22,19;16
Two Souls;https://manganelo.com/manga/two_souls;318448;Tama (ii);Sep 23,19;16
I'm A Middle-Aged Man Who Got My Adventurer License Revoked;https://manganelo.com/manga/mo918887;5084632;Fumi Tadaura, Manimani Ononata;Feb 15,20;16.2
Mahoutsukai No Musume;https://manganelo.com/manga/uc920749;127030;NASU Yukie;Feb 16,20;16.2
Me! Super Rich!;https://manganelo.com/manga/ho921863;287679;Feng lu she;Feb 17,20;16.2
Kono Sekai Ga Game Da To, Ore Dake Ga Shitteiru;https://manganelo.com/manga/kono_sekai_ga_game_da_to_ore_dake_ga_shitteiru;1766302;Kurikimaru;Oct 21,19;16.2
Hakaima Sadamitsu;https://manganelo.com/manga/hakaima_sadamitsu;180888;AKAHIRA Masahiko;Dec 10,19;17
Surviving As The Prince's Fiancée;https://manganelo.com/manga/jh921468;166051;Daon Creative;Dec 16,19;17
Noumin Kanren No Skill Bakka Agetetara Naze Ka Tsuyoku Natta;https://manganelo.com/manga/be918962;4035427;Shobonnu, Sogawa, Aki Taruto;Dec 20,19;17
Boku No Yasashii Oniisan;https://manganelo.com/manga/boku_no_yasashii_oniisan;312194;Mikoto Yamaguchi,Mario;Dec 21,19;17
A Dyad Of Revenge;https://manganelo.com/manga/sv919810;298127;Treasure Manhwa,Lu Ming Manhwa;Dec 25,19;17
29-Sai Hitorimi Chuuken Boukensha No Nichijou;https://manganelo.com/manga/29sai_hitorimi_chuuken_boukensha_no_nichijou;368803;Nara Ippei;Dec 25,19;17
29-Sai Dokushin Chuuken Boukensha No Nichijou;https://manganelo.com/manga/29sai_dokushin_chuuken_boukensha_no_nichijou;656913;Nara Ippei;Dec 25,19;17
Her Elder Sister Has A Crush On Her, But She Doesn't Mind;https://manganelo.com/manga/fb918928;584337;Kineso Kiribai;Feb 02,20;17
Senyuu. - Main Quest Part 2;https://manganelo.com/manga/jx920836;73342;Robinson Haruhara;Feb 03,20;17
Mitsuyokon - Tsukumogami No Yomegoryou;https://manganelo.com/manga/mitsuyokon_tsukumogami_no_yomegoryou;1572717;Oomi Tomu;Feb 04,20;17
Flowers In The Secret Place;https://manganelo.com/manga/sm920264;305105;Bao Chuan Jiu Jiu Zi,Chu Ning;Feb 05,20;17
Elio The Fugitive;https://manganelo.com/manga/nl921136;639668;Hosokawa Masami;Feb 06,20;17
Kyoukai Meikyuu To Ikai No Majutsushi;https://manganelo.com/manga/kyoukai_meikyuu_to_ikai_no_majutsushi;2857088;Bau, Eiji Onosaki;Feb 06,20;17
Baki-Dou (2018);https://manganelo.com/manga/uw920417;295720;Yongchan;Feb 07,20;17
Wine Girls;https://manganelo.com/manga/rz919071;4649968;Yutaka Oohori, Matsuura;Feb 07,20;17
Okashiratsuki;https://manganelo.com/manga/lw918181;452955;Sahara Mizu;Feb 08,20;17
Showa Maiden Fairytale;https://manganelo.com/manga/zi918611;535252;Sana Kirioka;Feb 08,20;17
Ore Ga Suki Nano Wa Imouto Dakedo Imouto Ja Nai;https://manganelo.com/manga/udri286011564447118;504744;Seiji Ebisu, Kou Narita;Feb 09,20;17
Koisuru Asteroid;https://manganelo.com/manga/du918627;184977;Black River (Quro);Feb 11,20;17
Adamasu No Majotachi;https://manganelo.com/manga/adamasu_no_majotachi;2838341;Imai Yuu;Feb 12,20;17
The World Of Otome Games Is Tough For Mobs;https://manganelo.com/manga/vk917567;5084911;Yomu Mishima, Jun Shiosato;Feb 12,20;17
Medical Martial Arts;https://manganelo.com/manga/ap921597;815409;Manlywood;Feb 14,20;17
Dependency X;https://manganelo.com/manga/yr919831;1353342;unknown;Feb 14,20;17
Berserk Of Gluttony;https://manganelo.com/manga/berserk_of_gluttony;8049604;Takino Daisuke, Isshiki Ichika;Feb 14,20;17
Goraihou Gakuen E Youkoso!;https://manganelo.com/manga/goraihou_gakuen_e_youkoso;163806;Kakizaki Muku;Feb 15,20;17
Lockdown No Escape;https://manganelo.com/manga/kn921920;256282;JkSManga;Feb 15,20;17
The Pet Of The Villainess;https://manganelo.com/manga/rc920719;826429;Servo,Harnen;Feb 15,20;17
Hananoi-Kun To Koi No Yamai;https://manganelo.com/manga/hananoikun_to_koi_no_yamai;1431669;Megumi morino;Feb 15,20;17
King's Game: Extreme;https://manganelo.com/manga/tk917738;415522;Nobuaki Kanazawa, Renji Kuriyama;Feb 16,20;17
Ou-Sama Game - Shuukyoku;https://manganelo.com/manga/ousama_game_shuukyoku;687023;Kanazawa Nobuaki;Feb 16,20;17
Devil May Cry 5 -Visions Of V-;https://manganelo.com/manga/xa919112;702507;Tomio Ogata;Feb 16,20;17
Almadianos Eiyuuden;https://manganelo.com/manga/almadianos_eiyuuden;1428551;Takami Ryousen;Feb 16,20;17
Dragon Ball Full Color - Androids/cell Arc;https://manganelo.com/manga/ja922067;124527;Akira Toriyama;Feb 17,20;17
Peach Milk Crown;https://manganelo.com/manga/peach_milk_crown;337875;Kazunori Tahara;Feb 17,20;17
Monkey Peak;https://manganelo.com/manga/fj919380;540367;Shin Hotani;Feb 17,20;17
Like Husband, Like Son;https://manganelo.com/manga/jg922206;97690;unknown;Feb 18,20;17
Watashi Wa Kimi Wo Nakasetai;https://manganelo.com/manga/watashi_wa_kimi_wo_nakasetai;399158;Fumio aya;Feb 18,20;17
I Have A Dragon In My Body;https://manganelo.com/manga/zo921845;926772;unknown;Feb 18,20;17
Flowers Of Fog;https://manganelo.com/manga/ux921562;97392;Xiaojuan Xia;Feb 19,20;17
Nei And Souta's Petite Manga;https://manganelo.com/manga/wj921994;327569;os_fresa;Feb 19,20;17
6 Worlds Of Cultivation;https://manganelo.com/manga/fc921860;716979;Wol yeonjae;Feb 19,20;17
Harukaze No Etranger;https://manganelo.com/manga/harukaze_no_etranger;492375;Kii Kanna;Jan 02,20;17
Mahou? Sonna Koto Yori Kinniku Da!;https://manganelo.com/manga/mahou_sonna_koto_yori_kinniku_da;1004748;Relucy, Doraneko;Jan 02,20;17
Fukakai Na Boku No Subete O;https://manganelo.com/manga/fukakai_na_boku_no_subete_o;757350;Konayama Kata;Jan 08,20;17
Jishou F-Rank No Oniisama Ga Game De Hyouka Sareru Gakuen No Chouten Ni Kunrin Suru Sou Desu Yo?;https://manganelo.com/manga/jishou_frank_no_oniisama_ga_game_de_hyouka_sareru_gakuen_no_chouten_ni_kunrin_suru_sou_desu_yo;2675875;Mikawa Ghost;Jan 09,20;17
Dance In The Vampire Bund A.s.o.;https://manganelo.com/manga/ik917584;571848;Tamaki Nozomu;Jan 11,20;17
Adidas Manga Fever;https://manganelo.com/manga/adidas_manga_fever;83792;Anthology;Jan 13,20;17
Isekai Ryouridou;https://manganelo.com/manga/isekai_ryouridou;3573275;Kochimo, EDA;Jan 13,20;17
Miss Bernard Said.;https://manganelo.com/manga/miss_bernard_said;107045;Shikawa Yuki;Jan 17,20;17
Sabagebu!;https://manganelo.com/manga/sabagebu;130215;Matsumoto Hidekichi;Jan 17,20;17
Chiguhagu Lovers;https://manganelo.com/manga/chiguhagu_lovers;280766;Suzuki Nakaba;Jan 21,20;17
Kirei Ni Shitemoraemasuka;https://manganelo.com/manga/kirei_ni_shitemoraemasuka;465877;Hattori Mitsuru;Jan 21,20;17
My Lolita Brother;https://manganelo.com/manga/xx917964;1077596;unknown;Jan 24,20;17
Omairi Desu Yo;https://manganelo.com/manga/omairi_desu_yo;643437;Yamamoto Kotetsuko;Jan 25,20;17
Gyaru And Dinosaur;https://manganelo.com/manga/zn917983;289623;Moriko Mori, Murakoto Tomi;Nov 05,19;17
Sozai Saishuka No Isekai Ryokouki;https://manganelo.com/manga/sozai_saishuka_no_isekai_ryokouki;5203130;Kenzoko Tado;Nov 28,19;17
Kyoushi Mo Iroiro Aruwakede;https://manganelo.com/manga/kyoushi_mo_iroiro_aruwakede;417953;Yamato Nase;Oct 16,19;17
The Bride Of A Monster;https://manganelo.com/manga/qe919823;501314;Lim Eum, Salmonotti;Oct 20,19;17
To Attract A Junior;https://manganelo.com/manga/to_attract_a_junior;176904;Hwang Mi-ri;Oct 28,19;17
9 Dan Girl;https://manganelo.com/manga/dm920568;96412;Yoshinori Kisaragi,Ri Yin Quing Kong,Bai Ri;Sep 20,19;17
Kare Wa Kanojo Ni Kawaru No De;https://manganelo.com/manga/kare_wa_kanojo_ni_kawaru_no_de;737400;ATARU Tei, ICHIZAKI Ren;Sep 22,19;17
Stay Gold (Hideyoshico);https://manganelo.com/manga/stay_gold_hideyoshico;450544;Hideyoshico;Jan 30,20;17.1
Yuri-Drill;https://manganelo.com/manga/sv922007;73750;Anthology, Homura Subaru, kurukuruhime, Konbu Wakame;Feb 17,20;17.5
Jk & The Foundling;https://manganelo.com/manga/lr921219;589617;Sharoh Hanten;Jan 12,20;17.5
Binetsu Kuukan;https://manganelo.com/manga/binetsu_kuukan;597172;Aoki Ume;Oct 23,19;17.5
Silver Genders;https://manganelo.com/manga/ya917742;474085;Hiro Tomono;Dec 03,19;18
Tensei Kizoku No Isekai Boukenroku ~Jichou Wo Shiranai Kamigami No Shito~;https://manganelo.com/manga/tensei_kizoku_no_isekai_boukenroku_jichou_wo_shiranai_kamigami_no_shito;8704602;Nini, Yashu;Dec 05,19;18
Adachi To Shimamura;https://manganelo.com/manga/jc918701;390062;Hitoma Iruma, Mani;Dec 08,19;18
Flowers Whispering;https://manganelo.com/manga/uc921375;90057;Ake;Dec 09,19;18
Aged Beauty;https://manganelo.com/manga/ta921133;233639;Luoqisha,HIU;Dec 10,19;18
Mitama Security: Spirit Busters;https://manganelo.com/manga/sr920380;150593;Tsurun Hatomune;Dec 23,19;18
Naze Boku No Sekai Wo Daremo Oboeteinai No Ka?;https://manganelo.com/manga/naze_boku_no_sekai_wo_daremo_oboeteinai_no_ka;3687663;SAZANE Kei, neco;Dec 26,19;18
Kidou Senshi Gundam 00F;https://manganelo.com/manga/kidou_senshi_gundam_00f;190293;Chiba Tomohiro,Yatate Hajime;Feb 01,20;18
Ojousama Wa Nigedashita;https://manganelo.com/manga/ojousama_wa_nigedashita;550493;Ponkotsu Works;Feb 01,20;18
Soundless Cosmos;https://manganelo.com/manga/ay921255;193122;Bing Ding,Lin Zaoshang,Si Tong;Feb 03,20;18
Hakui No Ou-Sama;https://manganelo.com/manga/hakui_no_ousama;385463;Yumehito Ueda,Shichio Kuzu;Feb 03,20;18
Kainushi Juujin To Pet Joshikousei;https://manganelo.com/manga/kainushi_juujin_to_pet_joshikousei;1088906;Yakan Tsuzura;Feb 04,20;18
The Other World Doesn't Stand A Chance Against The Power Of Instant Death.;https://manganelo.com/manga/the_other_world_doesnt_stand_a_chance_against_the_power_of_instant_death;4801185;Hanamaru Nanto, Tsuyoshi Fujitaka;Feb 04,20;18
Chi To Chocolate;https://manganelo.com/manga/chi_to_chocolate;149756;Naked Ape;Feb 05,20;18
You Got Me, Sempai!;https://manganelo.com/manga/tllf280511566265018;724395;Mase Azusa;Feb 08,20;18
The Worst Infatuation;https://manganelo.com/manga/qq921501;147820;Xiao Kuai Culture;Feb 09,20;18
Fate/grand Order: Epic Of Remnant - Seven Duels Of Swordsmasters;https://manganelo.com/manga/ph918911;426711;Douman Seiman;Feb 10,20;18
Infectee;https://manganelo.com/manga/infectee;662289;Yi Gang;Feb 10,20;18
Iinari (Masahiro Itosugi);https://manganelo.com/manga/xz919981;1002129;Itosugi Masahiro;Feb 10,20;18
Fiancée’S Observation Log Of The Self-Proclaimed Villainess;https://manganelo.com/manga/fiancees_observation_log_of_the_selfproclaimed_villainess;2676188;Natsume Hasumi, Shiki;Feb 11,20;18
My Son Is Probably Gay;https://manganelo.com/manga/jc920427;909753;Okura;Feb 12,20;18
Sleepy Barmaid;https://manganelo.com/manga/cp918399;877817;Pao Hayakawa;Feb 13,20;18
Vengeance Of The Heavenly Demon;https://manganelo.com/manga/ac919713;1382448;Shi Bu Ci Yuan;Feb 14,20;18
Dosanko Gyaru Is Mega Cutei;https://manganelo.com/manga/hm920573;2084445;Kai Ikada;Feb 14,20;18
Koneko-Chan, Kocchi Ni Oide;https://manganelo.com/manga/icdt211831567822977;2160841;Watabe Mihou;Feb 14,20;18
Shounen, Chotto Sabotteko?;https://manganelo.com/manga/rj918851;1329303;Akagi Asahito;Feb 15,20;18
Onizuka-Chan And Sawarida-Kun;https://manganelo.com/manga/fc919924;1626417;Kaihei Nakahara;Feb 15,20;18
Please, Ms. Gem!;https://manganelo.com/manga/ke920199;452841;Juhee Seo;Feb 16,20;18
Takayukashiki Shoujo;https://manganelo.com/manga/xm918564;1554706;Takigawa Izumi, Shiozaki Yuji;Feb 18,20;18
Buta Koushaku Ni Tensei Shitakara, Kondo Wa Kimi Ni Suki To Iitai;https://manganelo.com/manga/buta_koushaku_ni_tensei_shitakara_kondo_wa_kimi_ni_suki_to_iitai;3107397;Aida Rhythm;Feb 18,20;18
No Way, My Best Actress Wife;https://manganelo.com/manga/xv921939;248419;Mifenpink;Feb 19,20;18
Henkyou No Roukishi - Bard Loen;https://manganelo.com/manga/henkyou_no_roukishi_bard_loen;1317017;Shien Bis;Jan 03,20;18
Hisshou Dungeon Unei Houhou;https://manganelo.com/manga/hisshou_dungeon_unei_houhou;3202817;Yukidaruma;Jan 04,20;18
Bandai Kaname Wa Asobitai;https://manganelo.com/manga/bandai_kaname_wa_asobitai;1578092;Hikawa Shou;Jan 10,20;18
Final Fantasy: Lost Stranger;https://manganelo.com/manga/final_fantasy_lost_stranger;1125642;Kameya Itsuki;Jan 13,20;18
Insomniacs After School;https://manganelo.com/manga/hq919953;234996;Makoto Ojiro;Jan 16,20;18
Meido No Koi Wa Enma Shidai;https://manganelo.com/manga/meido_no_koi_wa_enma_shidai;1096011;Hirai Runa;Jan 24,20;18
Exterminator;https://manganelo.com/manga/exterminator;4611820;Hanabokuro;Jan 26,20;18
Tsurezure Biyori;https://manganelo.com/manga/tsurezure_biyori;430813;Hamuro kei;Nov 01,19;18
Koushiki Ekkyouden - Fukumoto All Stars;https://manganelo.com/manga/koushiki_ekkyouden_fukumoto_all_stars;128919;Chiromaru,Fukumoto Nobuyuki,Yupon;Nov 02,19;18
Toujuushi Bestialious;https://manganelo.com/manga/toujuushi_bestialious;770205;Kakizaki Masasumi;Nov 05,19;18
Maou-Sama No Machizukuri! ~Saikyou No Dungeon Wa Kindai Toshi~;https://manganelo.com/manga/maousama_no_machizukuri_saikyou_no_dungeon_wa_kindai_toshi;4288703;Tsukiyo Rui;Nov 14,19;18
Donten Ni Warau Gaiden;https://manganelo.com/manga/donten_ni_warau_gaiden;161256;Karakara Kemuri;Nov 15,19;18
Maou-Sama Retry;https://manganelo.com/manga/maousama_retry;4203032;Kanzaki Kurone, Minotake Amaru;Nov 24,19;18
Game Obu Familia - Family Senki;https://manganelo.com/manga/game_obu_familia_family_senki;5136305;Yamaguchi Mikoto, D.P;Nov 25,19;18
Utopia (Neuk Dae Sam);https://manganelo.com/manga/utopia_neuk_dae_sam;117801;Hwang Sang Jun,Neuk Dae Sam;Oct 05,19;18
Isekai De Café O Kaiten Shimashita.;https://manganelo.com/manga/isekai_de_cafe_o_kaiten_shimashita;1720413;Mei Noguchi, Ringo Amasawa;Oct 18,19;18
Araburu Kisetsu No Otomedomo Yo;https://manganelo.com/manga/araburu_kisetsu_no_otomedomo_yo;718675;Okada mari;Oct 27,19;18
Teleported Into Legendary World;https://manganelo.com/manga/la919229;900184;Mikipon;Oct 30,19;18
I'm Not A Monk;https://manganelo.com/manga/aw918203;197651;Dajiaochong;Sep 20,19;18
Ningyou Kyuutei Gakudan;https://manganelo.com/manga/ningyou_kyuutei_gakudan;128091;Yuki Kaori;Jan 02,20;18.5
Isekai No Toire De Dai Wo Suru.;https://manganelo.com/manga/cf918830;522366;Roots;Oct 13,19;18.5
Disgusting Otaku, Become An Idol!;https://manganelo.com/manga/sr918443;466515;Itaru Isshiki;Dec 02,19;19
Heart Gear;https://manganelo.com/manga/no919133;603492;Tsuyoshi Takaki;Dec 11,19;19
Ghost Marriage;https://manganelo.com/manga/wt920184;265545;unknown;Dec 18,19;19
Kamitachi Ni Hirowareta Otoko;https://manganelo.com/manga/kamitachi_ni_hirowareta_otoko;8504142;Fushimi Tsukasa;Dec 21,19;19
The Problem Of My Love Affair;https://manganelo.com/manga/dt919262;800448;Heo Yunhwa,King D;Feb 01,20;19
Strike Or Gutter;https://manganelo.com/manga/fi918472;883398;Yuu Andou;Feb 01,20;19
Game Of Familia: Kazoku Senki;https://manganelo.com/manga/rr922046;274025;Yamaguchi Mikoto;Feb 02,20;19
Isekai Yururi Kikou: Raising Children While Being An Adventurer;https://manganelo.com/manga/cr918121;5064161;Tomomi Mizuna, Shizuru Minazuki;Feb 03,20;19
Fushigi No Kuni No Bird;https://manganelo.com/manga/fushigi_no_kuni_no_bird;243228;Sassa Taiga;Feb 06,20;19
The Diary Of Loving A Forgetful Sweet Wife;https://manganelo.com/manga/ia918048;279095;unknown;Feb 09,20;19
Libidors;https://manganelo.com/manga/xs919640;1100643;Masaki Kasahara;Feb 10,20;19
Necromance;https://manganelo.com/manga/ps920348;1964405;Yuuki Doumotov;Feb 11,20;19
The Year We Turned 29;https://manganelo.com/manga/xl920082;146438;Lady Watermelon;Feb 12,20;19
Restrain;https://manganelo.com/manga/qs920991;409729;Baek Hana;Feb 12,20;19
Goodbye, In-Law;https://manganelo.com/manga/sc920204;441562;Gyogyo Park;Feb 12,20;19
Empira's Awakening;https://manganelo.com/manga/kr920140;1182334;Mayuu Senpai;Feb 12,20;19
Gorae Byul - The Gyeongseong Mermaid;https://manganelo.com/manga/jr920692;271296;Na Yoonhee;Feb 13,20;19
Spirited Away By The Rain Woman Youkai;https://manganelo.com/manga/uu919667;475058;Kurotama;Feb 13,20;19
Amina Of The Lamp;https://manganelo.com/manga/ds921736;812441;Chun eeyeol;Feb 13,20;19
To Be Winner;https://manganelo.com/manga/ih917864;354692;Ke Xiao Sha, Zuo Xiao Ling;Feb 14,20;19
Shachiku Succubus No Hanashi;https://manganelo.com/manga/gq918025;4684747;Gentsuki;Feb 14,20;19
Sugar Daddy;https://manganelo.com/manga/fl920682;853801;PuPu Planet,TANDAD;Feb 16,20;19
My Lv999 Love For Yamada-Kun;https://manganelo.com/manga/fn919222;1277828;MASHIRO;Feb 16,20;19
Reborn 80,000 Years;https://manganelo.com/manga/ad921253;1186259;Burning Manhua,Zhang Yue;Feb 17,20;19
Four Years Apart;https://manganelo.com/manga/zk920101;510502;Mahiro,Lee Bum;Feb 18,20;19
I Am An Invincible Genius;https://manganelo.com/manga/vd921343;1575419;Super Content;Feb 19,20;19
Asoko De Hataraku Musubu-San;https://manganelo.com/manga/asoko_de_hataraku_musubusan;1181865;Mori Taishi;Jan 02,20;19
Rike Ga Koi Ni Ochita No De Shoumeishitemita;https://manganelo.com/manga/rike_ga_koi_ni_ochita_no_de_shoumeishitemita;1115152;Yamamoto Alfred;Jan 09,20;19
Though Young People Recoil From Entering The Black Magic Industry, I Found Its Treatment Of Employees Quite Good When I Entered It, And The President And Familiar Are Cute Too So Everything Is Awesome;https://manganelo.com/manga/fi919949;3579736;Kouki Izumi,Kisetsu Morita;Jan 10,20;19
Maou No Ore Ga Dorei Elf Wo Yome Ni Shitanda Ga, Dou Medereba Ii?;https://manganelo.com/manga/maou_no_ore_ga_dorei_elf_wo_yome_ni_shitanda_ga_dou_medereba_ii;6321148;Teshima Fuminori;Jan 10,20;19
Sweet Bite (Rui Si-Yi Kai);https://manganelo.com/manga/sweet_bite_rui_siyi_kai;424255;Rui Si-Yi Kai;Jan 12,20;19
Useless Princesses;https://manganelo.com/manga/useless_princesses;1339190;Ajiichi;Jan 12,20;19
Still Sick;https://manganelo.com/manga/aw917959;471493;Akashi;Jan 17,20;19
Secret Marriage: Priceless Baby Of The President;https://manganelo.com/manga/mp921909;44508;Hang man wenhua;Jan 20,20;19
Change The World (Kanzaki Yuuya);https://manganelo.com/manga/change_the_world_kanzaki_yuuya;681028;Kanzaki Yuuya;Jan 20,20;19
Shiro Madoushi Syrup-San;https://manganelo.com/manga/jo918761;1315692;Chilt;Jan 21,20;19
Dial Again;https://manganelo.com/manga/dial_again;698219;Pyon;Jan 26,20;19
Demon Alpha-My Dark Sweet Heart;https://manganelo.com/manga/qj921321;203833;Yoolook Culture;Jan 27,20;19
Organ Divider;https://manganelo.com/manga/organ_divider;473880;Sigama;Nov 13,19;19
Cairo;https://manganelo.com/manga/cairo;701402;Fujoking;Nov 29,19;19
Blend S;https://manganelo.com/manga/sgzg262991555434286;420434;Nakayama Miyuki;Oct 15,19;19
A Sea Of Conflicts;https://manganelo.com/manga/a_sea_of_conflicts;463720;Sei;Oct 20,19;19
Original Sin;https://manganelo.com/manga/jj920571;84701;Ciyuan Times;Sep 19,19;19
Love, Beauty And Revenge;https://manganelo.com/manga/gi920132;89484;MUU;Sep 19,19;19
Mara-Papiyas;https://manganelo.com/manga/ow920596;93619;Shenbeike;Sep 19,19;19
Miss. Delinquent;https://manganelo.com/manga/mi918199;240414;Dajiaochong;Sep 19,19;19
Isle Of Farewell And Reunion;https://manganelo.com/manga/sw920576;65334;Viva;Sep 20,19;19
Text Augury;https://manganelo.com/manga/wo917845;131845;Dongmanshe;Sep 20,19;19
Spirit Of Esports;https://manganelo.com/manga/go920537;153397;AIBE Cultural;Sep 20,19;19
Had I Not Met You;https://manganelo.com/manga/di920554;169385;Youse Culture;Sep 20,19;19
Manuke Na Fps Player Ga Isekai E Ochita Baai;https://manganelo.com/manga/manuke_na_fps_player_ga_isekai_e_ochita_baai;5863005;Jiraigen;Feb 04,20;19.1
Did You Know That A Playboy Can Change His Job To A Sage? ~The Level 99 Jester Expelled From The Heroes' Party Will Become A 'great Sage'~;https://manganelo.com/manga/cn919550;3981029;Shippo Senoo,Yuno Yuzuki,TRY;Jan 29,20;19.2
L.o.r.d: Legend Of Ravaging Dynasties;https://manganelo.com/manga/ua919267;1446686;Guo JingMing,Ah Ying;Dec 20,19;19.4
A World Where Everything Definitely Becomes Bl Vs. The Man Who Definitely Doesn't Want To Be In A Bl;https://manganelo.com/manga/tw920635;683903;Konkichi;Dec 10,19;19.5
Pumpkin Night;https://manganelo.com/manga/pumpkin_night;2576705;Unknown;Dec 31,19;19.5
Kemono Friends: Welcome To Japari Park!;https://manganelo.com/manga/lk921810;30632;Furai;Jan 13,20;19.5
Barbarities;https://manganelo.com/manga/barbarities;383051;Suzuki Tsuta;Jan 20,20;19.7
Tale Of Nezha;https://manganelo.com/manga/tale_of_nezha;382880;Mao Mao Jia;Dec 03,19;20
Nezha Zhuan;https://manganelo.com/manga/ec921316;50228;Jia MaoMao;Dec 04,19;20
Sumika Sumire;https://manganelo.com/manga/sumika_sumire;506686;Takanashi Mitsuba;Dec 17,19;20
On The Top Of The Stars;https://manganelo.com/manga/wn917848;70410;Yuz;Dec 22,19;20
Isekai Cheat Magician;https://manganelo.com/manga/isekai_cheat_magician;4617453;Uchida Takeru;Dec 24,19;20
Alpha (Bugyeum);https://manganelo.com/manga/zr921568;71630;Bugyeum;Dec 25,19;20
Mukoubuchi;https://manganelo.com/manga/mukoubuchi;169834;Amajishi Etsuya;Dec 28,19;20
Combatants Will Be Dispatched!;https://manganelo.com/manga/combatants_will_be_dispatched;3928875;Yuki Arare;Feb 01,20;20
Oni Ga Deru Ka Ja Ga Deru Ka;https://manganelo.com/manga/oni_ga_deru_ka_ja_ga_deru_ka;1471745;Adobenchara;Feb 02,20;20
The Dreamlike Seal;https://manganelo.com/manga/vx921313;191238;BaoQingComic,Hao Jiasi;Feb 04,20;20
Lonely Attack On A Different World;https://manganelo.com/manga/ut920247;5028510;Bibi,Goji Shoji;Feb 04,20;20
Saikyou No Kurokishi, Sentou Maid Ni Tenshoku Shimashita;https://manganelo.com/manga/saikyou_no_kurokishi_sentou_maid_ni_tenshoku_shimashita;1541219;Kazahana Chiruwo, Isshin Momokado;Feb 07,20;20
From Now On We Begin Ethics.;https://manganelo.com/manga/jh920014;1040462;Shiori Amase;Feb 08,20;20
No Problem Kazoku;https://manganelo.com/manga/no_problem_kazoku;216551;Mugimori Nagi;Feb 09,20;20
Ojisama To Neko;https://manganelo.com/manga/ojisama_to_neko;693933;Sakurai Umi;Feb 12,20;20
Isekai De Saikyou No Tsue Ni Tensei Shita Ore Ga Iyagaru Shoujo Wo Muriyari Mahou Shoujo Ni P Suru!;https://manganelo.com/manga/isekai_de_saikyou_no_tsue_ni_tensei_shita_ore_ga_iyagaru_shoujo_wo_muriyari_mahou_shoujo_ni_p_suru;1734957;Sakurai Tsutsushi;Feb 12,20;20
Three Autumns Apart From You;https://manganelo.com/manga/be922167;28137;Manman;Feb 14,20;20
I Want You To Show Me Your Panties With A Disgusted Face;https://manganelo.com/manga/ls919893;2045298;Ant Studio,Jiha Lee,Hyunyeong Jo;Feb 14,20;20
Koi Wo Shiranai Bokutachi Wa;https://manganelo.com/manga/koi_wo_shiranai_bokutachi_wa;619574;Mizuno Minami;Feb 15,20;20
Secret Love;https://manganelo.com/manga/gi919173;1163642;unknown;Feb 15,20;20
Gradually Close To The Heart;https://manganelo.com/manga/sl917869;630782;Ju Zhi;Feb 16,20;20
By Myself;https://manganelo.com/manga/me920792;299242;unknown;Feb 17,20;20
Henyoku No Labyrinth;https://manganelo.com/manga/henyoku_no_labyrinth;524443;Kumagai Kyoko;Feb 17,20;20
Issak;https://manganelo.com/manga/issak;780263;Song Ji-hyoung, Shinji Makari;Feb 18,20;20
Absolute Zero;https://manganelo.com/manga/ht921399;79985;Xiao Kuai Wenhua;Feb 19,20;20
Evil Match;https://manganelo.com/manga/yp921778;152283;Kaiyuan dongman;Feb 19,20;20
I Don't Want To Be Like This Too;https://manganelo.com/manga/yl920773;318630;Zhi Zhen,Huo Guo;Jan 03,20;20
I Found Somebody To Love;https://manganelo.com/manga/ma921455;125144;DAYA;Jan 07,20;20
Isekai Onsen Ni Tensei Shita Ore No Kounou Ga Tondemosugiru;https://manganelo.com/manga/isekai_onsen_ni_tensei_shita_ore_no_kounou_ga_tondemosugiru;2076305;Nanaumi Sou;Jan 07,20;20
Dekisokonai No Monster Trainer;https://manganelo.com/manga/dekisokonai_no_monster_trainer;1633367;Minami Takumi;Jan 10,20;20
The Black June;https://manganelo.com/manga/the_black_june;363378;Doxx;Jan 16,20;20
Risou No Himo Seikatsu;https://manganelo.com/manga/risou_no_himo_seikatsu;6023023;Watanabe Tsunehiko;Jan 16,20;20
